question	gold	predicted	correct	predicted probabilities
question 1905	0	0	1	[0.5567408  0.01861357 0.03524955 0.19188051 0.19751559]
question 1906	4	4	1	[0.20790958 0.01446471 0.17849796 0.03406743 0.56506026]
question 1907	1	1	1	[0.2535957  0.7414548  0.00085994 0.00328095 0.00080854]
question 1908	3	3	1	[0.03062237 0.2875137  0.26415926 0.41014972 0.00755495]
question 1909	4	4	1	[0.00221685 0.08888217 0.03176586 0.15660195 0.7205332 ]
question 1910	3	3	1	[0.00940825 0.01728841 0.01191894 0.9526596  0.00872484]
question 1911	0	3	0	[0.17759192 0.2342839  0.08274613 0.29632482 0.20905326]
question 1912	0	0	1	[0.8153884  0.0823839  0.03396095 0.04527823 0.02298852]
question 1913	4	4	1	[0.01362907 0.10048091 0.277578   0.20794804 0.40036398]
question 1914	2	2	1	[0.11241441 0.20274153 0.45055437 0.10427727 0.13001238]
question 1915	4	4	1	[0.11730462 0.04202623 0.21608764 0.08200593 0.5425756 ]
question 1916	1	1	1	[0.23657143 0.49301606 0.10177659 0.07076201 0.09787388]
question 1917	1	1	1	[0.26504502 0.41312233 0.1337031  0.15202144 0.03610812]
question 1918	3	3	1	[0.09856561 0.02611073 0.01415605 0.8508691  0.01029854]
question 1919	0	0	1	[8.2758921e-01 4.1070266e-04 5.0141203e-04 4.9326732e-04 1.7100540e-01]
question 1920	4	4	1	[0.07801045 0.05806201 0.19686298 0.09072386 0.57634073]
question 1921	2	2	1	[0.09820651 0.10636487 0.4432922  0.29229563 0.05984074]
question 1922	3	3	1	[0.02078628 0.1384867  0.22875333 0.39908898 0.21288466]
question 1923	3	3	1	[9.3859690e-04 1.2334783e-02 3.7273348e-03 9.6408933e-01 1.8910000e-02]
question 1924	2	1	0	[0.06157301 0.7240501  0.0862004  0.04930893 0.0788675 ]
question 1925	3	3	1	[0.00652112 0.01808497 0.01169535 0.9443049  0.01939371]
question 1926	2	2	1	[0.13487509 0.00712157 0.61085325 0.24124368 0.00590644]
question 1927	1	0	0	[0.49857572 0.3856044  0.0542128  0.03147421 0.03013287]
question 1928	3	3	1	[0.01171289 0.02409067 0.1040955  0.7709499  0.08915106]
question 1929	0	0	1	[0.92298335 0.00745711 0.05233644 0.01009677 0.00712633]
question 1930	2	2	1	[0.0546404  0.0009865  0.926336   0.00720445 0.01083264]
question 1931	2	2	1	[2.8296590e-06 4.3319148e-01 5.6679124e-01 2.5506683e-06 1.1958968e-05]
question 1932	2	1	0	[0.13166037 0.24439272 0.16852346 0.2380217  0.2174017 ]
question 1933	1	1	1	[0.00788258 0.9870565  0.00171192 0.00184612 0.00150299]
question 1934	4	4	1	[0.00871962 0.0072458  0.43144423 0.10176311 0.4508272 ]
question 1935	0	4	0	[0.15894751 0.16588442 0.12665024 0.1691555  0.37936237]
question 1936	3	3	1	[0.1652668  0.17847596 0.23724398 0.27159137 0.1474219 ]
question 1937	4	4	1	[0.0587474  0.17370552 0.07462052 0.10285481 0.5900718 ]
question 1938	4	4	1	[0.00331229 0.00218271 0.00266346 0.28007534 0.7117662 ]
question 1939	2	1	0	[0.00390679 0.8790796  0.06758603 0.04698357 0.00244414]
question 1940	4	4	1	[0.13182248 0.18467103 0.1119514  0.08770468 0.48385045]
question 1941	1	1	1	[0.03459902 0.87453574 0.04140726 0.01182469 0.0376334 ]
question 1942	3	3	1	[0.0923814  0.28244573 0.12539257 0.30334643 0.19643381]
question 1943	1	0	0	[0.54826254 0.40057737 0.00198043 0.03201485 0.01716475]
question 1944	4	4	1	[0.00234926 0.0049154  0.00173478 0.03553656 0.955464  ]
question 1945	0	0	1	[0.9490301  0.02225782 0.02193028 0.0045609  0.00222091]
question 1946	1	1	1	[0.01061397 0.89035624 0.05413401 0.02682814 0.01806756]
question 1947	3	3	1	[0.23677638 0.0448421  0.06251187 0.47118694 0.1846827 ]
question 1948	0	0	1	[0.8294013  0.05029419 0.03439955 0.05549745 0.03040749]
question 1949	0	0	1	[0.75128865 0.06368398 0.07376832 0.03739002 0.073869  ]
question 1950	4	4	1	[0.01141142 0.20403536 0.17850626 0.06037444 0.54567254]
question 1951	1	1	1	[1.3589912e-02 9.6737260e-01 1.5652705e-03 1.6507627e-02 9.6464605e-04]
question 1952	3	3	1	[0.03878463 0.02770035 0.01603405 0.8493476  0.06813335]
question 1953	1	1	1	[0.21034585 0.27971876 0.14952485 0.16755773 0.19285277]
question 1954	0	2	0	[0.18822283 0.14796108 0.3771104  0.09474944 0.19195627]
question 1955	2	2	1	[0.14781706 0.00129186 0.8064125  0.04316266 0.00131584]
question 1956	2	2	1	[0.01407059 0.00119989 0.9740398  0.00444788 0.00624181]
question 1957	2	2	1	[0.10578769 0.03387754 0.7693419  0.01555394 0.07543891]
